,X,rho0,rhoI,s0S,s0T,lCT,cw,v1A,z1A,alpha1A,beta1A,v2A,z2A,nA,cwA,cpA,costA,v1B,z1B,alpha1B,beta1B,v2B,z2B,nB,cwB,cpB,costB,v1C,z1C,alpha1C,beta1C,v2C,z2C,nC,cwC,cpC,costC,best_competitor,rel_cost
3463,5641,0.8,0.6,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,177.2152787,73412.94195,139.093581,73552.03553,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,321.0596645,72813.16597,140.5130701,72953.67904,1,0.991864855
3464,5642,0.9,0.6,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,146.7925223,61497.84397,116.9626818,61614.80665,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,219.2361422,61495.40048,118.0013855,61613.40186,1,0.9999772
3465,5643,0.99,0.6,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,138.857033,53896.63406,102.8250778,53999.45913,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,297.7480885,53651.49248,102.4582336,53753.95071,1,0.995453502
3466,5644,0.01,0.7,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,354.7604646,114279.6755,223.9314469,114503.607,1,0.815980613
3467,5645,0.1,0.7,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.4228057,121735.3935,238.7838293,121974.1773,1,0.869217718
3468,5646,0.2,0.7,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,279.6641372,126859.3632,248.9686272,127108.3319,1,0.905804955
3469,5647,0.3,0.7,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,371.1909614,128292.818,251.7635712,128544.5816,1,0.916040021
3470,5648,0.4,0.7,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,374.0637131,125530.755,246.1443103,125776.8993,1,0.896316842
3471,5649,0.5,0.7,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,929.7266875,259030.1502,494.5975767,259524.7478,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,298.8577631,117905.0627,230.7768363,118135.8395,1,0.841864788
3472,5650,0.6,0.7,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,341.6386342,129275.2295,243.5621933,129518.7917,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,376.1197238,105142.013,205.1177303,105347.1307,1,0.813373329
3473,5651,0.7,0.7,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,265.1145831,92362.76849,174.3356121,92537.1041,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,370.1246164,88966.63653,172.6830923,89139.31962,1,0.963281923
3474,5652,0.8,0.7,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,177.2152787,73412.94195,139.093581,73552.03553,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,189.2106695,73382.27158,141.6031379,73523.87472,1,0.999617131
3475,5653,0.9,0.7,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,146.7925223,61497.84397,116.9626818,61614.80665,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,171.102655,61003.69789,117.0747235,61120.77261,1,0.991981894
3476,5654,0.99,0.7,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,138.857033,53896.63406,102.8250778,53999.45913,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,279.6541632,52602.02405,100.5071374,52702.53119,1,0.975982575
3477,5655,0.01,0.8,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,333.9478797,103036.8015,202.0639336,103238.8654,1,0.735705319
3478,5656,0.1,0.8,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,281.9545095,112550.5065,220.9870708,112771.4936,1,0.803637151
3479,5657,0.2,0.8,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,370.3682332,120085.3715,235.8949108,120321.2664,1,0.857438673
3480,5658,0.3,0.8,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,279.9296785,123986.8365,243.4927841,124230.3293,1,0.885295607
3481,5659,0.4,0.8,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,300.3544099,123737.6506,242.742999,123980.3936,1,0.883514505
3482,5660,0.5,0.8,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,929.7266875,259030.1502,494.5975767,259524.7478,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,261.1021041,118502.8488,232.0043539,118734.8531,1,0.846133505
3483,5661,0.6,0.8,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,341.6386342,129275.2295,243.5621933,129518.7917,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,377.6758839,107301.9075,209.3598495,107511.2674,1,0.830082384
3484,5662,0.7,0.8,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,265.1145831,92362.76849,174.3356121,92537.1041,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,245.3897352,90655.14561,175.9644781,90831.11009,1,0.981564217
3485,5663,0.8,0.8,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,177.2152787,73412.94195,139.093581,73552.03553,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,361.9330868,73058.27368,140.9811,73199.25478,1,0.995203658
3486,5664,0.9,0.8,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,146.7925223,61497.84397,116.9626818,61614.80665,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,242.6290168,59090.24691,113.4633406,59203.71025,1,0.960868231
3487,5665,0.99,0.8,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,138.857033,53896.63406,102.8250778,53999.45913,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,279.6586581,49982.76214,95.62250626,50078.38465,1,0.927386782
3488,5666,0.01,0.9,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,334.155435,85657.39751,168.1894716,85825.58698,1,0.611614053
3489,5667,0.1,0.9,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,243.4832829,98297.94862,193.3350283,98491.28365,1,0.701872894
3490,5668,0.2,0.9,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,424.4784242,109364.5157,215.1692502,109579.685,1,0.780891545
3491,5669,0.3,0.9,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,261.5710259,116658.231,229.359758,116887.5907,1,0.832969463
3492,5670,0.4,0.9,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,281.1964238,119737.1533,235.0463287,119972.1996,1,0.854951137
3493,5671,0.5,0.9,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,929.7266875,259030.1502,494.5975767,259524.7478,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,261.5624399,117758.7668,230.6065646,117989.3734,1,0.840821034
3494,5672,0.6,0.9,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,341.6386342,129275.2295,243.5621933,129518.7917,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,298.7007029,109088.3705,212.8669417,109301.2374,1,0.843902541
3495,5673,0.7,0.9,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,265.1145831,92362.76849,174.3356121,92537.1041,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,261.5678877,91988.98239,178.5584122,92167.54081,1,0.996006323
3496,5674,0.8,0.9,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,177.2152787,73412.94195,139.093581,73552.03553,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,261.8016794,70210.7283,135.5171157,70346.24542,1,0.956414665
3497,5675,0.9,0.9,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,146.7925223,61497.84397,116.9626818,61614.80665,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,266.1110574,53203.60514,102.3214247,53305.92656,1,0.865147997
3498,5676,0.99,0.9,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,138.857033,53896.63406,102.8250778,53999.45913,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,243.4785282,43248.55501,82.99394224,43331.54895,1,0.802444129
3499,5677,0.01,0.99,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,225.3902922,46933.81336,92.38965966,47026.20302,1,0.335120185
3500,5678,0.1,0.99,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,188.7471475,70771.35796,140.0297958,70911.38775,1,0.505331834
3501,5679,0.2,0.99,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,314.7552983,90861.0729,179.4976302,91040.57053,1,0.648777297
3502,5680,0.3,0.99,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,316.8226355,104340.1777,205.6301194,104545.8079,1,0.74501891
3503,5681,0.4,0.99,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,441.4340542,112360.3352,220.810277,112581.1455,1,0.802280684
3504,5682,0.5,0.99,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,929.7266875,259030.1502,494.5975767,259524.7478,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,389.5527609,114859.7938,224.9965535,115084.7904,1,0.820122268
3505,5683,0.6,0.99,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,341.6386342,129275.2295,243.5621933,129518.7917,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,370.3615135,110060.8536,214.7678403,110275.6214,1,0.85142565
3506,5684,0.7,0.99,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,265.1145831,92362.76849,174.3356121,92537.1041,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,424.390997,92195.9686,178.9604299,92374.92903,1,0.998247459
3507,5685,0.8,0.99,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,177.2152787,73412.94195,139.093581,73552.03553,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,134.943991,49894.91122,96.34941696,49991.26064,1,0.679672021
3508,5686,0.9,0.99,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,146.7925223,61497.84397,116.9626818,61614.80665,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,316.4124133,25100.13412,48.56762825,25148.70174,1,0.408160037
3509,5687,0.99,0.99,0.2,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,138.857033,53896.63406,102.8250778,53999.45913,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,98.76395469,18041.61696,34.91378615,18076.53074,1,0.334753922
3510,5688,0.01,0.01,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.3369296,140032.4045,273.8679421,140306.2724,1,0.999856697
3511,5689,0.1,0.01,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,352.3095946,137489.2764,268.8812335,137758.1576,1,0.981698209
3512,5690,0.2,0.01,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,333.9437053,129291.8114,252.7690513,129544.5805,1,0.923166257
3513,5691,0.3,0.01,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,424.7242096,114554.9498,223.7310402,114778.6808,1,0.817940857
3514,5692,0.4,0.01,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,352.0371437,92949.7173,180.9234259,93130.64073,1,0.663671646
3515,5693,0.5,0.01,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.5728976,111911.8885,193.2715719,112105.16,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,297.9199747,69211.29515,133.4687197,69344.76387,1,0.618568885
3516,5694,0.6,0.01,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,163.9743036,59589.29232,102.7270589,59692.01938,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,299.7233795,51631.42568,98.2592631,51729.68495,1,0.866609733
3517,5695,0.7,0.01,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,128.7616568,43508.8519,76.09062606,43584.94253,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2958366,40704.46596,76.48286759,40780.94883,1,0.935666
3518,5696,0.8,0.01,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,97.935413,34988.6138,62.03100821,35050.6448,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,213.0378519,33665.57244,62.50602789,33728.07847,1,0.96226699
3519,5697,0.9,0.01,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,83.88479329,29531.09755,52.96482698,29584.06238,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,148.4652339,28791.57841,52.84548252,28844.42389,1,0.974998752
3520,5698,0.99,0.01,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,75.64293606,26007.41625,47.05451288,26054.47076,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,98.76489523,25524.95337,46.37509886,25571.32847,1,0.981456454
3521,5699,0.01,0.1,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,352.024497,139811.4765,273.4679581,140084.9445,1,0.99827946
3522,5700,0.1,0.1,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,297.9536967,138028.8956,269.9924904,138298.888,1,0.985551586
3523,5701,0.2,0.1,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,333.9419915,130724.5421,255.6273472,130980.1694,1,0.933396614
3524,5702,0.3,0.1,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.294693,116923.0064,228.3837449,117151.3901,1,0.834849361
3525,5703,0.4,0.1,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,341.2833959,95974.51474,186.7986629,96161.31341,1,0.685268958
3526,5704,0.5,0.1,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.5728976,111911.8885,193.2715719,112105.16,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,225.4067652,71776.76475,138.3634867,71915.12824,1,0.641497039
3527,5705,0.6,0.1,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,163.9743036,59589.29232,102.7270589,59692.01938,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,205.6174381,53168.49163,101.0923214,53269.58395,1,0.892407134
3528,5706,0.7,0.1,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,128.7616568,43508.8519,76.09062606,43584.94253,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,191.4624334,41603.15015,78.07678979,41681.22694,1,0.956321714
3529,5707,0.8,0.1,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,97.935413,34988.6138,62.03100821,35050.6448,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,225.4027761,34233.59273,63.47847427,34297.07121,1,0.978500436
3530,5708,0.9,0.1,0.4,0.1,0.06,10000,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.329033,140052.4754,273.9062482,140326.3817,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,83.88479329,29531.09755,52.96482698,29584.06238,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,171.1214913,29177.53993,53.48421216,29231.02414,1,0.988066607
